Date,FLOW,pH,BOD5,TS,SS,TKN,NH3-N,NO2+NO3,P-TOT,P-SOL,,,,,,
6-Sep-15,17.1,7.2,275,982,306,40,18.9,0.9,9.4,      N/S,,,,,,
7-Sep-15,19.6,7.2,239,902,286,36,16.9,2.2,8.2,      N/S,,,,,,
8-Sep-15,19.8,7.3,318,998,376,46,21.3,0.2,9.3,3.8,,,,,,
9-Sep-15,20.7,7.3,194,844,228,29,16.0,1.9,6.7,      N/S,,,,,,
10-Sep-15,19.0,7.3,163,784,154,28,18.0,1.9,6.0,      N/S,,,,,,
11-Sep-15,24.2,7.3,134,728,138,25,13.9,1.0,5.2,      N/S,,,,,,
12-Sep-15,20.3,7.3,153,742,140,27,15.2,1.1,5.5,      N/S,,,,,,
13-Sep-15,20.8,7.3,164,778,146,28,15.7,3.2,5.9,      N/S,,,,,,
14-Sep-15,18.6,7.3,174,866,186,32,17.8,2.8,6.5,      N/S,,,,,,
15-Sep-15,16.6,7.3,186,830,160,33,19.4,2.2,6.2,3.6,,,,,,
16-Sep-15,18.5,7.3,154,818,146,29,18.2,3.2,6.0,      N/S,,,,,,
17-Sep-15,18.1,7.3,204,834,210,31,18.4,2.8,7.1,      N/S,,,,,,
18-Sep-15,38.7,7.3,163,730,200,21,10.2,2.1,4.2,      N/S,,,,,,
19-Sep-15,45.5,7.5,106,696,134,15,6.6,2.8,3.0,      N/S,,,,,,
20-Sep-15,27.0,7.6,125,782,112,21,11.1,2.4,4.0,      N/S,,,,,,
21-Sep-15,24.1,7.4,169,850,176,26,13.8,2.7,5.2,      N/S,,,,,,
22-Sep-15,22.5,7.3,144,826,148,27,14.9,3.0,4.9,2.5,,,,,,
23-Sep-15,20.3,7.4,169,822,164,29,17.4,1.4,6.1,      N/S,,,,,,
24-Sep-15,19.0,7.4,173,850,156,29,17.8,2.5,6.3,      N/S,,,,,,
25-Sep-15,21.5,7.3,171,826,168,29,16.2,2.1,6.0,      N/S,,,,,,
26-Sep-15,20.1,7.3,168,828,150,28,15.7,2.9,5.9,      N/S,,,,,,
27-Sep-15,15.3,7.3,179,806,150,34,21.1,1.4,6.5,      N/S,,,,,,
28-Sep-15,17.8,7.3,221,834,194,34,18.1,1.4,7.2,      N/S,,,,,,
29-Sep-15,18.9,7.3,188,804,186,33,18.0,3.0,6.7,3.6,,,,,,
30-Sep-15,17.8,7.4,223,874,216,34,19.6,2.3,7.5,      N/S,,,,,,
1-Oct-15,19.0,7.3,180,824,178,34,21.0,2.1,7.0,      N/S,,,,,,
2-Oct-15,18.8,7.3,284,762,182,32,18.0,1.5,6.6,      N/S,,,,,,
3-Oct-15,17.3,7.3,198,800,176,33,18.7,0.4,6.8,      N/S,,,,,,
4-Oct-15,17.4,7.3,205,806,186,34,21.1,1.6,6.4,      N/S,,,,,,
5-Oct-15,18.1,7.2,253,888,260,39,20.5,2.3,8.0,      N/S,,,,,,
6-Oct-15,18.7,7.3,213,836,210,35,20.1,3.1,7.2,3.8,,,,,,
7-Oct-15,18.6,7.2,177,760,172,32,19.4,3.6,6.8,      N/S,,,,,,
8-Oct-15,19.3,7.1,184,836,176,32,18.9,4.2,7.4,      N/S,,,,,,
9-Oct-15,18.4,7.2,129,718,102,29,19.9,0.7,6.3,      N/S,,,,,,
10-Oct-15,17.5,7.2,209,826,196,34,19.6,0.0,7.2,      N/S,,,,,,
11-Oct-15,18.4,7.3,219,846,222,36,20.5,2.6,7.8,      N/S,,,,,,
12-Oct-15,18.5,7.2,211,830,226,38,21.0,2.0,8.1,      N/S,,,,,,
13-Oct-15,18.0,7.3,194,788,170,36,21.6,2.4,7.1,3.9,,,,,,
14-Oct-15,20.6,7.2,208,804,204,35,21.1,2.6,7.9,      N/S,,,,,,
15-Oct-15,18.0,7.4,189,802,176,33,21.0,3.5,7.3,      N/S,,,,,,
16-Oct-15,17.6,7.4,220,838,254,44,25.7,0.0,8.3,      N/S,,,,,,
17-Oct-15,18.6,7.3,288,880,238,45,24.8,0.3,9.7,      N/S,,,,,,
18-Oct-15,21.9,7.2,318,954,264,48,21.8,3.6,11.6,      N/S,,,,,,
19-Oct-15,19.9,7.4,207,796,172,35,20.0,3.5,7.6,      N/S,,,,,,
20-Oct-15,18.8,7.2,207,828,182,39,23.6,2.0,7.2,4.4,,,,,,
21-Oct-15,17.8,7.2,189,788,148,36,23.6,0.8,7.5,      N/S,,,,,,
22-Oct-15,19.0,7.3,163,878,268,41,24.2,0.2,8.6,      N/S,,,,,,
23-Oct-15,19.0,7.3,221,828,202,37,23.5,0.0,7.6,      N/S,,,,,,
24-Oct-15,22.7,7.3,229,838,232,36,20.1,0.4,7.1,      N/S,,,,,,
25-Oct-15,21.7,7.2,175,808,170,33,19.6,2.2,6.5,      N/S,,,,,,
26-Oct-15,22.5,7.3,201,824,180,33,19.3,3.0,7.4,      N/S,,,,,,
27-Oct-15,16.7,7.2,305,934,208,44,23.7,1.7,8.8,4.5,,,,,,
28-Oct-15,24.2,7.2,229,852,276,30,15.8,1.6,6.8,      N/S,,,,,,
29-Oct-15,19.6,7.2,174,774,152,27,16.6,2.5,6.2,      N/S,,,,,,
30-Oct-15,18.4,7.4,171,798,188,31,18.2,0.9,6.7,      N/S,,,,,,
31-Oct-15,26.3,7.2,189,812,212,31,14.9,1.8,6.5,      N/S,,,,,,
1-Nov-15,26.2,7.5,137,762,158,23,12.3,2.8,5.0,      N/S,,,,,,
2-Nov-15,22.1,7.3,210,884,232,32,17.2,1.35,6.6,      N/S,,,,,,
3-Nov-15,19.5,7.2,198,874,180,33,18.5,1.48,6.6,3.7,,,,,,
4-Nov-15,19.5,7.5,156,816,154,29,18.1,2.69,6.6,      N/S,,,,,,
5-Nov-15,18.3,7.4,174,790,164,32,19.8,1.79,7.0,      N/S,,,,,,
6-Nov-15,21.1,7.2,163,756,158,28,17.1,2.13,6.4,      N/S,,,,,,
7-Nov-15,22.7,7.2,165,766,144,28,16.1,3.41,6.3,      N/S,,,,,,
8-Nov-15,23.3,7.2,290,974,286,40,17.3,4.23,9.3,      N/S,,,,,,
9-Nov-15,17.0,7.4,169,784,144,32,19.7,2.11,6.7,      N/S,,,,,,
10-Nov-15,18.8,7.3,170,840,162,32,18.8,3.09,6.9,4.1,,,,,,
11-Nov-15,18.9,7.4,201,832,208,33,18.7,2.53,7.5,      N/S,,,,,,
12-Nov-15,23.7,7.4,179,806,192,27,15.6,2.59,6.1,      N/S,,,,,,
13-Nov-15,20.4,7.4,166,782,160,27,15.9,2.28,5.9,      N/S,,,,,,
14-Nov-15,20.7,7.4,173,786,156,29,16.2,2.96,6.4,      N/S,,,,,,
15-Nov-15,19.4,7.4,184,806,156,33,18.3,2.69,7.1,      N/S,,,,,,
16-Nov-15,18.1,7.5,155,838,156,33,19.4,2.47,6.8,      N/S,,,,,,
17-Nov-15,27.7,7.3,216,822,258,32,15.3,2.94,6.8,3.4,,,,,,
18-Nov-15,29.7,7.5,127,700,132,18,10.6,2.73,4.3,      N/S,,,,,,
19-Nov-15,24.0,7.6,140,740,122,22,13.7,1.95,5.0,      N/S,,,,,,
20-Nov-15,22.5,7.5,159,812,172,26,14.3,1.68,5.7,      N/S,,,,,,
21-Nov-15,24.8,7.5,139,848,146,25,14.1,1.72,5.1,      N/S,,,,,,
22-Nov-15,25.3,7.6,140,914,134,24,14.0,2.14,4.6,      N/S,,,,,,
23-Nov-15,23.5,7.5,153,948,132,27,14.6,1.74,4.9,      N/S,,,,,,
24-Nov-15,26.8,7.4,159,962,144,25,12.8,2.70,5.3,2.8,,,,,,
25-Nov-15,35.1,7.4,159,914,174,21,10.0,2.53,5.0,      N/S,,,,,,
26-Nov-15,46.8,7.5,83,858,160,17,7.0,1.91,3.7,      N/S,,,,,,
27-Nov-15,55.5,7.4,111,774,100,12,6.2,1.95,2.5,      N/S,,,,,,
28-Nov-15,39.0,7.6,      T/X,882,142,18,8.3,2.44,3.8,      N/S,,,,,,
29-Nov-15,30.2,7.6,      T/X,818,140,21,10.9,2.57,4.0,      N/S,,,,,,
30-Nov-15,25.7,7.5,145,932,164,22,12.3,2.57,4.3,      N/S,,,,,,
1-Dec-15,42.9,7.4,117,768,138,17,8.1,2.02,3.4,1.6,,,,,,
2-Dec-15,31.8,7.6,119,884,116,18,9.5,2.26,3.8,      N/S,,,,,,
3-Dec-15,33.6,7.5,102,860,104,17,9.4,3.30,3.8,      N/S,,,,,,
4-Dec-15,29.9,7.4,116,856,122,19,10.1,2.73,4.0,      N/S,,,,,,
5-Dec-15,25.6,7.5,131,876,130,24,11.4,1.89,4.6,      N/S,,,,,,
6-Dec-15,24.6,7.4,132,896,140,25,12.6,2.69,4.6,      N/S,,,,,,
7-Dec-15,23.6,7.4,144,898,144,25,13.0,3.11,4.9,      N/S,,,,,,
8-Dec-15,21.3,7.6,166,966,198,29,14.4,2.67,5.9,3.6,,,,,,
9-Dec-15,18.6,7.4,162,890,138,26,15.2,2.28,5.3,      N/S,,,,,,
10-Dec-15,20.5,7.4,152,918,130,26,15.4,3.11,5.8,      N/S,,,,,,
11-Dec-15,18.0,7.4,      T/X,858,128,26,15.8,0.77,5.1,      N/S,,,,,,
12-Dec-15,16.9,7.3,      T/X,902,186,28,16.3,0.43,5.6,      N/S,,,,,,
13-Dec-15,22.1,7.4,194,882,198,30,16.3,1.82,6.0,      N/S,,,,,,
14-Dec-15,55.8,7.4,152,814,218,18,6.2,2.25,4.1,      N/S,,,,,,
15-Dec-15,36.7,7.4,92,774,86,13,7.1,3.27,2.7,1.4,,,,,,
16-Dec-15,26.4,7.4,143,866,162,16,6.2,4.30,3.8,      N/S,,,,,,
17-Dec-15,23.2,7.6,113,776,114,20,11.6,2.40,4.0,      N/S,,,,,,
18-Dec-15,21.1,7.5,117,828,124,21,12.1,2.07,4.1,      N/S,,,,,,
19-Dec-15,22.5,7.4,72,766,52,20,13.2,2.29,3.6,      N/S,,,,,,
20-Dec-15,25.8,7.4,128,844,128,24,13.9,2.80,4.6,      N/S,,,,,,
21-Dec-15,37.6,7.4,143,806,170,20,9.7,2.85,4.3,      N/S,,,,,,
22-Dec-15,33.8,7.5,102,786,102,17,9.2,2.53,3.3,1.7,,,,,,
23-Dec-15,39.2,7.5,113,770,114,17,8.8,2.19,3.5,      N/S,,,,,,
24-Dec-15,42.7,7.4,178,838,194,21,7.0,3.03,5.4,      N/S,,,,,,
25-Dec-15,30.9,7.5,108,774,92,19,9.5,1.80,3.4,      N/S,,,,,,
26-Dec-15,27.3,7.5,75,786,64,20,11.4,2.33,3.2,      N/S,,,,,,
27-Dec-15,29.7,7.4,120,810,116,22,11.3,2.58,3.7,      N/S,,,,,,
28-Dec-15,31.3,7.4,132,868,168,23,11.6,2.37,4.0,      N/S,,,,,,
29-Dec-15,46.9,7.4,124,920,140,17,7.3,2.57,3.3,1.3,,,,,,
30-Dec-15,39.1,7.6,86,876,84,15,7.4,3.16,3.2,      N/S,,,,,,
31-Dec-15,33.9,7.6,119,794,116,18,9.1,2.67,3.9,      N/S,,,,,,
1-Jan-14,22.6,7.2,154,894,148,27,16.3,4.03,4.7,      N/S,,,,,,
2-Jan-14,23.2,7.3,157,866,146,28,17.4,4.55,5.3,      N/S,,,,,,
3-Jan-14,22.0,7.4,148,916,134,30,19.1,1.53,5.3,      N/S,,,,,,
4-Jan-14,22.8,7.3,143,912,126,29,17.5,2.75,5.0,      N/S,,,,,,
5-Jan-14,23.5,7.1,144,894,138,28,18.0,3.05,5.4,      N/S,,,,,,
6-Jan-14,23.4,7.3,143,866,158,29,17.4,2.06,5.1,      N/S,,,,,,
7-Jan-14,23.5,7.0,181,932,146,32,17.3,5.34,5.5,3.2,,,,,,
8-Jan-14,21.6,7.4,113,908,178,33,19.1,2.99,5.7,      N/S,,,,,,
9-Jan-14,23.5,7.3,218,958,166,29,18.3,4.06,6.1,      N/S,,,,,,
10-Jan-14,26.6,7.2,187,1069,220,31,18.3,1.67,6.0,      N/S,,,,,,
11-Jan-14,47.4,7.2,171,1298,242,21,9.1,2.46,3.8,      N/S,,,,,,
12-Jan-14,33.1,7.4,112,1212,132,19,11.1,3.05,3.0,      N/S,,,,,,
13-Jan-14,27.6,7.4,81,1156,132,20,11.3,2.35,2.7,      N/S,,,,,,
14-Jan-14,35.6,7.5,109,1323,96,21,10.3,3.60,3.1,1.2,,,,,,
15-Jan-14,28.5,7.4,      T/X,1225,188,25,13.3,3.06,4.1,      N/S,,,,,,
16-Jan-14,27.8,7.5,117,1117,104,22,13.4,3.64,4.5,      N/S,,,,,,
17-Jan-14,26.4,7.3,99,1032,88,24,14.2,3.19,4.1,      N/S,,,,,,
18-Jan-14,24.8,7.3,144,980,122,27,15.1,2.55,4.6,      N/S,,,,,,
19-Jan-14,24.9,7.3,145,1003,126,27,16.1,3.08,4.6,      N/S,,,,,,
20-Jan-14,23.8,7.3,      T/X,1002,78,26,15.6,3.71,4.4,      N/S,,,,,,
21-Jan-14,23.8,7.4,126,1013,116,29,15.6,3.96,5.1,2.9,,,,,,
22-Jan-14,23.7,7.3,138,996,120,31,17.0,3.31,5.3,      N/S,,,,,,
23-Jan-14,24.4,7.3,107,966,122,29,16.2,3.71,5.5,      N/S,,,,,,
24-Jan-14,23.8,7.4,131,920,122,27,16.0,3.45,5.1,      N/S,,,,,,
25-Jan-14,23.6,7.4,164,948,140,29,17.1,1.95,5.3,      N/S,,,,,,
26-Jan-14,22.4,7.3,207,968,218,31,18.7,2.63,7.7,      N/S,,,,,,
27-Jan-14,22.7,7.4,120,902,122,30,17.9,4.20,4.6,      N/S,,,,,,
28-Jan-14,23.0,7.3,151,888,150,30,17.4,4.62,4.8,2.5,,,,,,
29-Jan-14,25.9,7.3,126,898,148,31,17.4,3.99,5.3,      N/S,,,,,,
30-Jan-14,22.5,7.3,137,948,168,31,18.0,4.32,6.4,      N/S,,,,,,
31-Jan-14,17.6,7.4,169,904,174,32,19.1,1.48,5.8,      N/S,,,,,,
1-Feb-14,21.5,7.2,194,908,160,33,19.0,0.92,5.3,      N/S,,,,,,
2-Feb-14,21.4,7.3,145,864,132,30,18.8,3.09,5.4,      N/S,,,,,,
3-Feb-14,22.3,7.3,126,930,180,34,19.4,3.21,5.9,      N/S,,,,,,
4-Feb-14,21.3,7.4,163,984,250,41,18.5,3.64,8.1,3.1,,,,,,
5-Feb-14,21.0,7.3,125,910,140,33,19.5,3.07,6.0,      N/S,,,,,,
6-Feb-14,22.3,7.3,146,918,160,29,16.5,4.45,6.1,      N/S,,,,,,
7-Feb-14,22.1,7.4,153,864,158,32,18.9,1.37,5.5,      N/S,,,,,,
8-Feb-14,21.1,7.4,206,880,198,35,19.6,0.95,6.0,      N/S,,,,,,
9-Feb-14,22.3,7.2,143,836,158,31,18.6,3.85,5.7,      N/S,,,,,,
10-Feb-14,22.1,7.1,121,914,140,33,19.6,2.51,5.6,      N/S,,,,,,
11-Feb-14,21.7,7.4,166,878,160,37,18.8,2.63,5.5,3.1,,,,,,
12-Feb-14,21.7,7.3,161,872,178,33,19.5,3.65,6.0,      N/S,,,,,,
13-Feb-14,20.9,7.3,150,866,198,33,21.7,2.90,6.5,      N/S,,,,,,
14-Feb-14,20.6,7.3,170,856,150,34,21.0,1.11,5.8,      N/S,,,,,,
15-Feb-14,22.5,7.3,141,866,180,33,19.0,0.94,5.9,      N/S,,,,,,
16-Feb-14,22.4,7.3,229,888,190,33,20.2,3.08,6.3,      N/S,,,,,,
17-Feb-14,21.7,7.3,118,878,132,33,18.6,2.37,5.2,      N/S,,,,,,
18-Feb-14,22.8,7.3,154,1066,172,33,18.9,3.24,5.3,2.7,,,,,,
19-Feb-14,27.3,7.2,135,1427,252,32,17.0,2.31,5.7,      N/S,,,,,,
20-Feb-14,41.9,7.3,107,1574,279,23,11.0,2.92,4.9,      N/S,,,,,,
21-Feb-14,43.2,7.2,      T/X,1377,154,17,8.5,2.12,2.9,      N/S,,,,,,
22-Feb-14,33.1,7.3,118,1336,118,20,11.3,2.48,3.0,      N/S,,,,,,
23-Feb-14,28.5,7.2,118,1176,114,22,13.9,2.04,3.5,      N/S,,,,,,
24-Feb-14,28.1,7.4,109,1304,134,25,14.7,2.67,3.7,      N/S,,,,,,
25-Feb-14,26.3,7.4,107,1226,112,26,15.1,0.45,3.8,1.7,,,,,,
26-Feb-14,26.6,7.5,114,1145,134,27,16.3,3.61,4.2,      N/S,,,,,,
27-Feb-14,26.3,7.5,115,1067,118,26,15.8,4.59,4.4,      N/S,,,,,,
28-Feb-14,25.3,7.3,148,988,116,27,16.3,3.50,4.3,      N/S,,,,,,
1-Mar-14,24.0,7.2,86,900,42,24,16.8,3.48,3.1,      N/S,,,,,,
2-Mar-14,24.9,7.4,134,980,112,25,15.8,5.08,4.2,      N/S,,,,,,
3-Mar-14,23.1,7.4,154,988,124,31,17.9,4.31,4.9,      N/S,,,,,,
4-Mar-14,22.9,7.4,146,984,148,31,17.4,4.65,5.4,2.8,,,,,,
5-Mar-14,23.6,7.4,173,1034,182,32,17.8,4.94,5.9,      N/S,,,,,,
6-Mar-14,23.5,7.1,240,1200,317,34,18.5,4.44,7.4,      N/S,,,,,,
7-Mar-14,23.3,7.3,174,1202,198,30,16.3,2.65,5.7,      N/S,,,,,,
8-Mar-14,24.1,7.4,184,1209,190,31,16.3,2.44,5.2,      N/S,,,,,,
9-Mar-14,23.8,7.3,156,1187,182,29,16.3,3.19,5.5,      N/S,,,,,,
10-Mar-14,35.3,7.3,210,1364,254,33,16.1,2.75,6.0,      N/S,,,,,,
11-Mar-14,52.5,7.3,134,1502,166,19,8.7,3.75,3.3,1.4,,,,,,
12-Mar-14,34.6,7.4,124,1602,138,19,9.1,4.01,3.1,      N/S,,,,,,
13-Mar-14,33.6,7.5,128,1552,142,21,12.4,3.05,3.1,      N/S,,,,,,
14-Mar-14,37.4,7.3,115,1257,128,19,11.0,2.31,3.0,      N/S,,,,,,
15-Mar-14,43.9,7.3,130,1184,132,16,7.9,2.36,2.6,      N/S,,,,,,
16-Mar-14,35.3,7.4,124,1141,122,16,10.4,2.41,2.7,      N/S,,,,,,
17-Mar-14,31.8,7.5,157,1422,156,23,12.2,2.48,3.4,      N/S,,,,,,
18-Mar-14,31.6,7.2,126,1304,138,24,12.5,2.98,3.4,1.2,,,,,,
19-Mar-14,40.9,7.4,119,1285,128,18,9.7,3.82,2.7,      N/S,,,,,,
20-Mar-14,37.1,7.5,114,1268,108,18,10.4,2.87,3.2,      N/S,,,,,,
21-Mar-14,32.6,7.6,44,1192,23,17,11.6,2.55,2.2,      N/S,,,,,,
22-Mar-14,32.3,7.5,156,1268,176,25,13.2,1.44,3.5,      N/S,,,,,,
23-Mar-14,29.3,7.4,125,1208,132,21,11.9,2.51,3.5,      N/S,,,,,,
24-Mar-14,29.7,7.4,165,1222,154,25,13.2,2.06,4.1,      N/S,,,,,,
25-Mar-14,25.8,7.4,209,1319,232,28,14.1,2.50,5.2,2.0,,,,,,
26-Mar-14,27.8,7.4,121,1174,118,23,13.7,3.18,4.0,      N/S,,,,,,
27-Mar-14,26.9,7.4,126,1131,124,23,14.6,2.65,4.4,      N/S,,,,,,
28-Mar-14,31.5,7.5,118,1186,130,21,11.8,1.56,3.6,      N/S,,,,,,
29-Mar-14,30.5,7.5,123,1171,116,22,13.0,1.56,3.6,      N/S,,,,,,
30-Mar-14,27.6,7.5,129,1157,126,22,14.2,1.80,3.8,      N/S,,,,,,
31-Mar-14,26.1,7.5,141,1130,130,26,15.2,2.00,4.3,      N/S,,,,,,
1-Apr-14,26.3,7.5,113,1156,102,26,15.9,2.63,4.3,2.4,,,,,,
2-Apr-14,26.0,7.3,127,1160,128,25,15.0,3.30,4.5,      N/S,,,,,,
3-Apr-14,31.2,7.4,167,1132,176,24,14.0,1.94,4.8,      N/S,,,,,,
4-Apr-14,30.7,7.3,117,1165,128,21,11.9,1.78,3.7,      N/S,,,,,,
5-Apr-14,26.2,7.4,110,1107,108,23,13.7,1.41,3.5,      N/S,,,,,,
6-Apr-14,26.8,7.5,134,1109,122,24,15.0,1.81,3.9,      N/S,,,,,,
7-Apr-14,25.2,7.5,133,1096,108,26,16.1,1.66,4.2,      N/S,,,,,,
8-Apr-14,24.7,7.5,148,1106,132,26,15.7,2.22,4.4,2.2,,,,,,
9-Apr-14,25.1,7.5,147,1066,132,26,15.9,2.61,4.6,      N/S,,,,,,
10-Apr-14,24.5,7.4,227,1214,238,32,14.8,2.87,7.2,      N/S,,,,,,
11-Apr-14,23.6,7.4,125,992,126,27,16.1,1.49,4.6,      N/S,,,,,,
12-Apr-14,24.0,7.4,159,992,164,28,15.6,1.35,5.0,      N/S,,,,,,
13-Apr-14,25.3,7.3,196,1013,180,28,16.4,2.15,5.1,      N/S,,,,,,
14-Apr-14,32.9,7.5,189,1082,180,24,12.3,1.88,4.0,      N/S,,,,,,
15-Apr-14,32.6,7.6,144,1118,142,22,12.0,2.50,3.6,1.5,,,,,,
16-Apr-14,29.8,7.4,171,1114,150,23,12.3,2.09,4.0,      N/S,,,,,,
17-Apr-14,27.1,7.4,178,1182,180,24,13.6,2.36,4.9,      N/S,,,,,,
18-Apr-14,27.3,7.4,119,1013,114,24,14.6,1.38,4.3,      N/S,,,,,,
19-Apr-14,25.7,7.4,117,980,108,24,14.6,1.39,3.9,      N/S,,,,,,
20-Apr-14,24.2,7.4,182,1042,164,26,15.3,1.89,4.6,      N/S,,,,,,
21-Apr-14,24.2,7.5,161,1009,140,29,16.8,1.65,4.7,      N/S,,,,,,
22-Apr-14,23.3,7.3,155,1015,140,29,17.3,1.88,5.4,2.7,,,,,,
23-Apr-14,22.8,7.3,156,1012,144,29,17.8,1.67,5.2,      N/S,,,,,,
24-Apr-14,23.1,7.4,137,1006,132,27,16.7,2.57,5.1,      N/S,,,,,,
25-Apr-14,24.2,7.5,145,994,152,28,15.6,0.40,4.9,      N/S,,,,,,
26-Apr-14,22.8,7.5,137,990,142,29,16.9,0.03,4.8,      N/S,,,,,,
27-Apr-14,24.3,7.4,161,1009,188,31,17.8,1.33,5.6,      N/S,,,,,,
28-Apr-14,29.9,7.3,216,1142,280,31,13.9,2.97,5.9,      N/S,,,,,,
29-Apr-14,36.1,7.3,178,1009,200,22,11.0,2.05,3.7,1.2,,,,,,
30-Apr-14,30.5,7.6,124,1062,130,21,11.6,1.97,3.3,      N/S,,,,,,
1-May-14,28.9,7.5,150,1084,142,25,14.5,2.00,4.2,      N/S,,,,,,
2-May-14,27.0,7.5,128,996,116,23,13.7,1.61,4.0,      N/S,,,,,,
3-May-14,25.9,7.4,99,942,72,25,16.2,0.53,3.5,      N/S,,,,,,
4-May-14,24.9,7.3,137,1019,118,25,15.6,1.71,4.2,      N/S,,,,,,
5-May-14,23.6,7.3,154,996,160,31,17.5,1.67,5.2,      N/S,,,,,,
6-May-14,22.2,7.5,153,1050,136,31,17.8,1.59,5.3,2.8,,,,,,
7-May-14,22.7,7.6,159,1133,156,32,18.5,1.75,5.7,      N/S,,,,,,
8-May-14,22.7,7.3,150,998,144,29,17.8,2.36,5.5,      N/S,,,,,,
9-May-14,27.9,7.3,194,972,240,29,15.3,0.87,5.7,      N/S,,,,,,
10-May-14,25.9,7.3,158,944,158,27,15.0,0.07,4.3,      N/S,,,,,,
11-May-14,25.9,7.3,185,998,218,29,15.8,2.03,5.4,      N/S,,,,,,
12-May-14,27.7,7.4,152,1096,308,33,15.7,1.24,5.7,      N/S,,,,,,
13-May-14,36.8,7.5,195,1032,264,32,11.4,1.95,4.9,1.5,,,,,,
14-May-14,30.3,7.3,127,974,136,23,12.8,1.82,4.0,      N/S,,,,,,
15-May-14,38.7,7.2,110,892,124,17,10.0,2.32,3.5,      N/S,,,,,,
16-May-14,33.9,7.6,115,1033,118,19,10.8,0.98,3.4,      N/S,,,,,,
17-May-14,31.5,7.5,119,1032,124,20,10.9,1.39,3.6,      N/S,,,,,,
18-May-14,29.0,7.4,117,1064,118,20,12.7,1.90,3.6,      N/S,,,,,,
19-May-14,25.9,7.4,209,1148,220,32,15.8,2.04,5.8,      N/S,,,,,,
20-May-14,25.6,7.5,142,1004,144,28,15.8,1.47,4.6,2.3,,,,,,
21-May-14,30.1,7.4,179,1046,216,25,13.0,2.05,4.9,      N/S,,,,,,
22-May-14,25.5,7.4,204,1105,246,29,14.7,1.82,6.3,      N/S,,,,,,
23-May-14,24.7,7.3,128,958,112,26,15.4,0.78,4.4,      N/S,,,,,,
24-May-14,22.9,7.3,153,962,146,28,16.2,1.48,5.1,      N/S,,,,,,
25-May-14,23.0,7.2,144,1020,136,27,16.0,3.36,5.1,      N/S,,,,,,
26-May-14,23.3,7.5,175,1013,214,32,17.4,1.46,5.4,      N/S,,,,,,
27-May-14,25.6,7.3,173,1012,198,31,17.1,1.74,5.1,2.3,,,,,,
28-May-14,32.4,7.5,184,1056,254,24,11.8,3.19,4.4,      N/S,,,,,,
29-May-14,26.1,7.4,144,1051,154,14,13.8,3.09,3.2,      N/S,,,,,,
30-May-14,23.3,7.3,132,930,134,25,15.1,2.07,4.7,      N/S,,,,,,
31-May-14,22.4,7.3,154,912,140,27,16.2,1.45,5.0,      N/S,,,,,,
1-Jun-14,24.2,7.2,179,966,188,28,17.3,1.96,5.6,      N/S,,,,,,
2-Jun-14,23.1,7.3,243,1051,296,34,16.6,1.34,7.7,      N/S,,,,,,
3-Jun-14,22.5,7.2,171,948,170,29,17.9,2.31,5.9,3.1,,,,,,
4-Jun-14,23.8,7.2,208,944,190,31,17.9,2.26,6.2,      N/S,,,,,,
5-Jun-14,21.9,7.2,165,930,150,25,17.9,3.37,5.5,      N/S,,,,,,
6-Jun-14,21.1,7.2,125,856,106,27,18.3,1.52,4.8,      N/S,,,,,,
7-Jun-14,21.4,7.2,210,958,218,29,16.0,3.02,6.2,      N/S,,,,,,
8-Jun-14,22.7,7.2,171,928,186,28,18.7,2.29,5.6,      N/S,,,,,,
9-Jun-14,22.7,7.3,160,948,182,32,18.6,3.16,5.7,      N/S,,,,,,
10-Jun-14,23.4,7.4,189,956,210,32,18.3,2.87,6.0,3.1,,,,,,
11-Jun-14,53.1,7.4,210,950,337,21,7.9,2.97,4.3,      N/S,,,,,,
12-Jun-14,32.8,7.5,135,960,158,18,11.5,2.30,3.8,      N/S,,,,,,
13-Jun-14,29.5,7.5,240,1152,325,33,13.7,1.77,6.6,      N/S,,,,,,
14-Jun-14,26.6,7.4,146,954,124,23,13.5,2.70,4.3,      N/S,,,,,,
15-Jun-14,26.2,7.2,174,986,154,25,14.0,3.56,5.1,      N/S,,,,,,
16-Jun-14,25.5,7.2,200,996,192,30,16.8,3.50,6.5,      N/S,,,,,,
17-Jun-14,23.1,7.3,153,934,148,29,16.3,3.55,5.8,3.3,,,,,,
18-Jun-14,23.6,7.2,155,918,148,31,17.5,2.56,5.2,      N/S,,,,,,
19-Jun-14,27.7,7.2,170,928,208,26,14.1,2.77,5.5,      N/S,,,,,,
20-Jun-14,26.3,7.3,142,954,168,23,12.6,2.63,4.4,      N/S,,,,,,
21-Jun-14,29.5,7.4,123,930,140,23,14.2,1.58,4.1,      N/S,,,,,,
22-Jun-14,39.4,7.4,158,980,220,21,9.4,2.06,4.1,      N/S,,,,,,
23-Jun-14,28.4,7.6,130,920,126,23,12.7,2.62,3.7,      N/S,,,,,,
24-Jun-14,28.2,7.4,104,892,122,22,12.2,2.87,4.0,2.0,,,,,,
25-Jun-14,25.7,7.4,146,922,146,28,13.8,2.71,5.2,      N/S,,,,,,
26-Jun-14,25.0,7.4,211,1043,248,29,15.1,2.37,6.7,      N/S,,,,,,
27-Jun-14,23.9,7.5,107,882,126,25,15.3,1.95,4.6,      N/S,,,,,,
28-Jun-14,23.0,7.4,124,890,154,28,16.2,1.20,4.8,      N/S,,,,,,
