Date,FLOW,pH,BOD5,TS,SS,TKN,NH3-N,NO2+NO3,P-TOT,P-SOL,,,,,,
4-Dec-12,18.9,7.3,144,762,128,33,20.2,5.82,6.7,3.8,,,,,,
5-Dec-12,18.5,7.1,178,748,168,38,22.4,2.91,7.0,      N/S,,,,,,
6-Dec-12,17.8,7.0,162,756,168,34,21.9,3.25,7.7,      N/S,,,,,,
7-Dec-12,18.6,7.1,182,724,182,35,22.4,0.1,7.2,      N/S,,,,,,
8-Dec-12,19.9,7.1,184,734,192,33,21.6,0.82,6.1,      N/S,,,,,,
9-Dec-12,20.6,7.0,189,742,216,33,21.2,1.65,6.8,      N/S,,,,,,
10-Dec-12,21.4,7.2,155,722,168,29,18.1,3.48,5.5,      N/S,,,,,,
11-Dec-12,21.0,7.2,168,718,154,32,20.1,3.29,6.4,3.4,,,,,,
12-Dec-12,19.6,7.1,145,696,144,34,20.3,2.68,6.5,      N/S,,,,,,
13-Dec-12,19.8,7.2,110,748,138,31,20.3,3.66,6.3,      N/S,,,,,,
14-Dec-12,20.5,7.1,167,754,200,31,19.9,1.17,6.8,      N/S,,,,,,
15-Dec-12,22.4,7.1,178,752,200,33,19.6,2.83,6.8,      N/S,,,,,,
16-Dec-12,22.6,7.2,134,706,132,24,17.9,2.79,5.5,      N/S,,,,,,
17-Dec-12,21.7,7.3,156,752,164,32,19.9,3.29,6.3,      N/S,,,,,,
18-Dec-12,19.6,7.3,134,714,126,35,20.7,2.9,6.0,3.8,,,,,,
19-Dec-12,19.9,7.2,129,700,130,34,20.4,3.07,6.7,      N/S,,,,,,
20-Dec-12,41.9,7.1,214,818,296,26,13.7,3.61,6.0,      N/S,,,,,,
21-Dec-12,35.3,7.3,95,734,94,16,9.0,4.06,3.5,      N/S,,,,,,
22-Dec-12,26.0,7.3,111,790,104,23,13.2,2.31,4.2,      N/S,,,,,,
23-Dec-12,24.1,7.4,109,764,88,24,16.3,2.47,4.9,      N/S,,,,,,
24-Dec-12,22.3,7.2,139,742,104,28,16.9,2.63,5.2,      N/S,,,,,,
25-Dec-12,21.3,7.3,145,738,124,34,18.1,3.41,6.0,3.4,,,,,,
26-Dec-12,22.5,7.3,146,752,122,34,19.2,2.33,6.2,      N/S,,,,,,
27-Dec-12,23.3,7.3,180,754,138,28,17.9,4.07,6.3,      N/S,,,,,,
28-Dec-12,20.8,7.2,146,738,134,29,18.3,1.91,6.1,      N/S,,,,,,
29-Dec-12,23.2,7.2,145,760,134,30,17.7,3.47,6.3,      N/S,,,,,,
30-Dec-12,21.8,7.3,156,758,146,28,17.5,4.46,6.5,      N/S,,,,,,
31-Dec-12,22.4,7.2,164,746,142,30,18.0,3.96,6.4,      N/S,,,,,,
1-Jan-11,31.6,7.4,108,1239,124,18.9,9.3,2.400,3.2,      N/S,,,,,,
2-Jan-11,29.1,7.4,145,1077,120,23.7,12.0,3.439,3.9,      N/S,,,,,,
3-Jan-11,26.9,7.5,154,968,138,24.0,13.8,3.923,4.5,      N/S,,,,,,
4-Jan-11,25.1,7.5,155,934,132,25.8,15.0,3.948,4.7,2.3,,,,,,
5-Jan-11,25.9,7.4,168,908,148,26.3,15.2,4.334,5.5,      N/S,,,,,,
6-Jan-11,24.3,7.3,186,866,168,28.6,16.4,4.448,6.1,      N/S,,,,,,
7-Jan-11,25.3,7.3,190,860,176,28.6,15.6,3.369,6.0,      N/S,,,,,,
8-Jan-11,24.3,7.4,148,800,132,26.5,15.4,4.090,5.7,      N/S,,,,,,
9-Jan-11,23.8,7.3,207,870,202,31.8,16.5,3.588,6.4,      N/S,,,,,,
10-Jan-11,23.8,7.3,195,812,178,30.7,17.3,3.529,6.0,      N/S,,,,,,
11-Jan-11,22.6,7.2,196,834,174,30.3,17.3,3.720,6.0,3.0,,,,,,
12-Jan-11,24.0,7.2,197,878,184,27.6,16.6,4.740,6.1,      N/S,,,,,,
13-Jan-11,23.4,7.3,205,900,202,32.9,18.7,3.146,6.3,      N/S,,,,,,
14-Jan-11,24.3,7.3,204,876,233,29.6,16.9,3.355,6.4,      N/S,,,,,,
15-Jan-11,23.9,7.4,123,756,88,24.3,16.9,2.766,5.1,      N/S,,,,,,
16-Jan-11,23.9,7.3,241,874,267,33.3,17.5,3.425,6.9,      N/S,,,,,,
17-Jan-11,23.5,7.4,184,788,156,27.9,15.9,4.678,5.6,      N/S,,,,,,
18-Jan-11,28.3,7.2,      N/A,2372,1563,82.3,17.3,1.778,19.7,4.0,,,,,,
19-Jan-11,26.9,7.3,161,1024,160,26.3,14.1,6.502,5.5,      N/S,,,,,,
20-Jan-11,25.4,7.2,146,942,136,26.8,14.3,6.898,5.6,      N/S,,,,,,
21-Jan-11,24.7,7.3,175,888,175,27.2,14.8,4.820,5.6,      N/S,,,,,,
22-Jan-11,24.7,7.2,171,836,183,28.5,16.1,3.757,5.4,      N/S,,,,,,
23-Jan-11,23.9,7.1,169,802,140,28.0,16.1,4.805,5.2,      N/S,,,,,,
24-Jan-11,23.2,7.3,179,816,142,29.6,17.0,2.989,5.1,      N/S,,,,,,
25-Jan-11,23.1,7.4,166,822,144,29.2,16.7,5.208,5.3,2.8,,,,,,
26-Jan-11,24.1,7.3,187,850,170,29.7,17.4,4.298,6.0,      N/S,,,,,,
27-Jan-11,22.8,7.2,201,794,142,29.6,18.1,3.901,5.2,      N/S,,,,,,
28-Jan-11,24.7,7.3,170,818,146,29.3,17.1,1.694,5.4,      N/S,,,,,,
29-Jan-11,23.7,7.3,178,826,152,29.0,17.3,1.416,5.2,      N/S,,,,,,
30-Jan-11,23.2,7.3,156,992,136,29.8,17.7,3.529,5.5,      N/S,,,,,,
31-Jan-11,23.3,7.3,233,882,222,32.3,17.6,2.659,6.3,      N/S,,,,,,
1-Feb-11,22.8,7.1,177,880,184,30.1,17.4,3.057,5.6,1.7,,,,,,
2-Feb-11,22.6,7.2,203,946,214,31.4,18.5,3.920,6.0,      N/S,,,,,,
3-Feb-11,24.1,7.2,164,854,146,28.0,16.7,4.782,5.0,      N/S,,,,,,
4-Feb-11,24.3,7.2,241,994,292,36.5,16.0,1.328,7.6,      N/S,,,,,,
5-Feb-11,24.1,7.3,175,886,358,29.9,16.8,2.739,5.3,      N/S,,,,,,
6-Feb-11,23.5,7.2,187,898,178,33.6,17.6,3.520,5.7,      N/S,,,,,,
7-Feb-11,21.6,7.2,172,912,170,32.5,18.7,2.518,5.8,      N/S,,,,,,
8-Feb-11,23.4,7.3,181,928,164,32.4,17.4,3.773,5.8,2.9,,,,,,
9-Feb-11,24.3,7.2,232,1046,298,36.5,12.6,5.750,8.7,      N/S,,,,,,
10-Feb-11,23.7,7.4,146,878,156,27.8,16.2,5.078,5.2,      N/S,,,,,,
11-Feb-11,24.2,7.2,79,744,62,24.6,15.8,4.475,4.4,      N/S,,,,,,
12-Feb-11,24.5,7.3,104,778,92,26.2,15.6,3.878,4.8,      N/S,,,,,,
13-Feb-11,24.5,7.1,214,892,182,31.5,17.1,2.983,6.0,      N/S,,,,,,
14-Feb-11,27.0,7.2,186,1182,178,25.9,13.9,2.843,5.0,      N/S,,,,,,
15-Feb-11,28.0,7.2,173,1535,192,26.1,13.4,2.787,4.7,2.0,,,,,,
16-Feb-11,29.3,7.3,156,1521,180,23.7,13.3,3.468,4.6,      N/S,,,,,,
17-Feb-11,50.6,7.3,144,1500,190,18.2,6.6,4.008,3.6,      N/S,,,,,,
18-Feb-11,52.5,7.4,208,1423,254,20.7,6.9,2.822,4.3,      N/S,,,,,,
19-Feb-11,35.7,7.3,123,1280,126,18.0,9.0,3.431,3.1,      N/S,,,,,,
20-Feb-11,43.7,7.3,181,1247,204,20.9,8.5,3.448,4.0,      N/S,,,,,,
21-Feb-11,56.9,7.5,84,1067,86,11.5,5.8,3.943,1.9,      N/S,,,,,,
22-Feb-11,36.1,7.6,99,1203,84,15.7,8.8,3.973,2.5,1.2,,,,,,
23-Feb-11,34.6,7.3,112,1208,104,17.5,10.4,4.245,3.2,      N/S,,,,,,
24-Feb-11,34.0,7.4,122,1302,118,20.0,10.7,4.308,3.5,      N/S,,,,,,
25-Feb-11,33.0,7.3,109,1294,118,19.7,10.2,3.270,3.2,      N/S,,,,,,
26-Feb-11,32.0,7.4,134,1280,128,20.8,10.6,2.639,3.5,      N/S,,,,,,
27-Feb-11,32.4,7.4,131,1358,128,22.4,11.5,2.978,3.6,      N/S,,,,,,
28-Feb-11,35.7,7.5,122,1387,128,18.2,9.4,3.500,3.2,      N/S,,,,,,
1-Mar-11,33.1,7.4,119,1434,130,19.1,8.9,4.451,3.8,1.4,,,,,,
2-Mar-11,31.6,7.4,110,1324,110,18.4,11.5,4.049,3.5,      N/S,,,,,,
3-Mar-11,30.5,7.3,122,1229,116,21.5,12.2,4.148,4.0,      N/S,,,,,,
4-Mar-11,36.2,7.4,161,1247,150,16.2,10.9,2.838,2.7,      N/S,,,,,,
5-Mar-11,53.5,7.5,111,1141,110,13.1,6.2,2.945,2.4,      N/S,,,,,,
6-Mar-11,38.9,7.4,116,1187,86,20.8,8.8,3.154,4.2,      N/S,,,,,,
7-Mar-11,34.2,7.5,117,1152,98,18.0,10.1,3.216,2.9,      N/S,,,,,,
8-Mar-11,34.2,7.4,150,1163,154,20.9,11.0,3.193,3.9,1.8,,,,,,
9-Mar-11,40.9,7.4,152,1193,204,19.3,8.0,4.863,4.3,      N/S,,,,,,
10-Mar-11,35.9,7.5,106,1110,97,15.9,9.0,4.151,2.8,      N/S,,,,,,
11-Mar-11,32.4,7.4,115,1089,90,17.8,10.6,3.016,3.1,      N/S,,,,,,
12-Mar-11,33.5,7.3,111,1047,84,17.1,10.5,3.690,3.1,      N/S,,,,,,
13-Mar-11,30.5,7.4,130,1043,100,20.4,11.9,3.756,3.6,      N/S,,,,,,
14-Mar-11,30.9,7.5,134,1025,118,22.6,11.9,4.281,3.9,      N/S,,,,,,
15-Mar-11,29.0,7.5,111,1036,122,22.5,12.3,4.878,4.0,2.1,,,,,,
16-Mar-11,27.8,7.5,156,1032,168,24.2,13.3,4.561,4.6,      N/S,,,,,,
17-Mar-11,28.2,7.4,139,1039,136,23.3,13.3,4.317,4.3,      N/S,,,,,,
18-Mar-11,27.7,7.4,130,1028,116,22.3,12.7,2.662,3.9,      N/S,,,,,,
19-Mar-11,26.1,7.3,149,982,132,24.0,13.0,3.357,4.2,      N/S,,,,,,
20-Mar-11,32.0,7.3,170,1006,192,25.0,12.4,3.477,4.8,      N/S,,,,,,
21-Mar-11,34.7,7.2,117,988,114,16.4,9.1,3.896,3.0,      N/S,,,,,,
22-Mar-11,41.4,7.3,129,966,114,18.3,8.6,3.962,3.4,1.5,,,,,,
23-Mar-11,44.8,7.6,123,978,92,13.5,6.9,4.681,2.8,      N/S,,,,,,
24-Mar-11,35.7,7.5,125,984,84,15.4,9.2,4.193,2.7,      N/S,,,,,,
25-Mar-11,33.6,7.4,135,986,102,18.7,9.3,3.252,3.2,      N/S,,,,,,
26-Mar-11,31.3,7.4,112,990,108,18.1,10.1,3.186,3.3,      N/S,,,,,,
27-Mar-11,29.2,7.4,146,954,102,21.4,12.3,2.961,3.7,      N/S,,,,,,
28-Mar-11,28.1,7.3,175,992,158,24.2,13.0,3.508,4.8,      N/S,,,,,,
29-Mar-11,26.8,7.2,135,966,124,23.1,13.3,3.811,4.6,2.5,,,,,,
30-Mar-11,28.0,7.3,126,948,126,22.8,14.1,4.003,4.8,      N/S,,,,,,
31-Mar-11,27.4,7.3,158,978,142,23.7,13.7,4.745,4.7,      N/S,,,,,,
1-Apr-11,29.1,7.3,143,942,142,24.6,12.5,3.132,5.1,      N/S,,,,,,
2-Apr-11,28.4,7.3,155,946,160,23.1,12.7,3.571,4.5,      N/S,,,,,,
3-Apr-11,28.2,7.4,185,1004,192,25.4,13.8,3.815,5.1,      N/S,,,,,,
4-Apr-11,29.3,7.4,173,990,154,24.1,12.3,4.019,4.8,      N/S,,,,,,
5-Apr-11,27.8,7.4,145,960,130,24.3,13.2,3.885,4.6,2.2,,,,,,
6-Apr-11,27.8,7.5,153,996,136,25.2,13.0,4.862,4.9,      N/S,,,,,,
7-Apr-11,27.6,7.3,261,1130,296,37.9,13.2,5.403,8.1,      N/S,,,,,,
8-Apr-11,41.4,7.2,164,918,196,21.2,8.2,3.153,4.3,      N/S,,,,,,
9-Apr-11,34.0,7.4,130,912,120,16.4,8.9,2.622,3.0,      N/S,,,,,,
10-Apr-11,33.3,7.4,130,984,132,18.9,10.4,3.108,3.4,      N/S,,,,,,
11-Apr-11,29.7,7.5,137,984,132,20.8,11.9,3.189,3.8,      N/S,,,,,,
12-Apr-11,27.9,7.3,129,962,110,21.5,12.6,3.953,4.0,2.2,,,,,,
13-Apr-11,27.8,7.4,141,998,132,22.7,13.1,4.135,4.4,      N/S,,,,,,
14-Apr-11,27.9,7.3,154,982,168,25.8,12.9,5.030,5.0,      N/S,,,,,,
15-Apr-11,30.1,7.5,142,970,190,23.4,12.8,2.468,4.8,      N/S,,,,,,
16-Apr-11,41.8,7.3,118,864,128,14.7,7.6,3.723,3.0,      N/S,,,,,,
17-Apr-11,35.8,7.4,110,908,100,16.1,8.8,3.629,2.8,      N/S,,,,,,
18-Apr-11,45.0,7.5,116,884,126,17.4,7.7,4.033,3.3,      N/S,,,,,,
19-Apr-11,47.9,7.5,114,874,114,15.9,6.8,3.639,2.8,1.2,,,,,,
20-Apr-11,54.8,7.5,88,968,104,11.4,4.5,4.244,2.3,      N/S,,,,,,
21-Apr-11,48.8,7.7,102,932,104,13.2,6.3,5.248,2.6,      N/S,,,,,,
22-Apr-11,45.8,7.5,123,968,130,17.3,6.8,3.307,3.1,      N/S,,,,,,
23-Apr-11,56.6,7.5,104,850,112,11.9,5.4,2.933,2.2,      N/S,,,,,,
24-Apr-11,42.2,7.5,86,922,82,13.5,7.2,3.664,2.3,      N/S,,,,,,
25-Apr-11,38.6,7.5,122,1019,144,19.8,8.7,4.271,3.6,      N/S,,,,,,
26-Apr-11,58.3,7.5,84,798,98,14.3,6.4,3.526,2.4,1.0,,,,,,
27-Apr-11,51.4,7.5,93,830,96,13.6,6.3,3.292,2.5,      N/S,,,,,,
28-Apr-11,39.6,7.5,110,870,102,16.0,7.4,3.620,2.9,      N/S,,,,,,
29-Apr-11,38.8,7.5,105,872,104,17.6,8.0,3.647,3.2,      N/S,,,,,,
30-Apr-11,37.6,7.4,96,892,92,16.1,8.9,4.424,3.1,      N/S,,,,,,
1-May-11,29.7,7.6,114,904,108,19.9,11.6,3.424,3.6,      N/S,,,,,,
2-May-11,29.8,7.6,141,924,130,24.2,11.7,3.329,4.7,      N/S,,,,,,
3-May-11,30.3,7.6,155,944,166,24.9,12.7,4.209,4.8,2.0,,,,,,
4-May-11,28.0,7.5,123,906,128,24.2,13.1,3.702,4.5,      N/S,,,,,,
5-May-11,27.8,7.4,141,900,134,25.1,13.6,4.358,4.6,      N/S,,,,,,
6-May-11,30.2,7.3,159,940,186,32.0,11.4,3.471,5.1,      N/S,,,,,,
7-May-11,26.5,7.3,204,990,204,30.8,13.9,1.554,5.8,      N/S,,,,,,
8-May-11,26.9,7.4,136,910,126,23.3,13.9,4.463,4.1,      N/S,,,,,,
9-May-11,26.7,7.5,140,998,126,30.5,13.9,5.168,4.9,      N/S,,,,,,
10-May-11,23.2,7.5,136,958,164,27.7,15.9,3.449,5.0,2.4,,,,,,
11-May-11,25.7,7.6,136,982,204,28.3,15.6,2.727,6.0,      N/S,,,,,,
12-May-11,32.2,7.2,196,890,222,23.9,11.4,4.452,5.0,      N/S,,,,,,
13-May-11,26.2,7.5,141,808,106,23.0,14.0,2.168,4.1,      N/S,,,,,,
14-May-11,25.8,7.3,117,808,78,22.5,14.9,2.972,3.8,      N/S,,,,,,
15-May-11,28.0,7.4,155,854,154,23.9,13.4,3.522,4.3,      N/S,,,,,,
16-May-11,24.5,7.4,144,878,146,33.8,14.8,2.899,4.6,      N/S,,,,,,
17-May-11,23.1,7.3,139,908,134,25.4,15.6,3.037,4.5,2.2,,,,,,
18-May-11,25.8,7.4,142,934,140,24.6,14.8,4.314,4.8,      N/S,,,,,,
19-May-11,23.8,7.4,140,948,142,26.1,15.1,3.784,4.8,      N/S,,,,,,
20-May-11,25.3,7.3,160,870,162,25.2,14.3,2.473,5.4,      N/S,,,,,,
21-May-11,23.1,7.4,163,866,158,27.5,16.1,1.505,5.4,      N/S,,,,,,
22-May-11,24.5,7.2,131,884,184,28.4,15.9,3.488,5.7,      N/S,,,,,,
23-May-11,27.1,7.2,161,976,270,26.3,13.5,2.474,5.4,      N/S,,,,,,
24-May-11,23.2,7.3,133,882,174,26.1,14.3,2.670,5.3,2.6,,,,,,
25-May-11,34.8,7.4,219,914,246,24.8,12.6,3.017,5.4,      N/S,,,,,,
26-May-11,52.2,7.2,117,820,128,14.4,6.7,2.817,3.0,      N/S,,,,,,
27-May-11,38.0,7.5,106,976,128,16.1,7.4,2.715,3.4,      N/S,,,,,,
28-May-11,31.1,7.3,186,1067,188,21.9,10.3,2.328,4.3,      N/S,,,,,,
29-May-11,39.3,7.3,168,988,214,20.9,9.0,2.653,4.0,      N/S,,,,,,
30-May-11,52.3,7.2,103,790,96,11.8,4.7,3.477,2.2,      N/S,,,,,,
31-May-11,36.5,7.2,122,860,110,15.6,7.0,3.790,3.0,1.1,,,,,,
1-Jun-11,31.3,7.4,155,938,138,19.6,10.2,4.245,4.0,      N/S,,,,,,
2-Jun-11,29.0,7.4,161,986,196,22.8,11.6,4.587,4.9,      N/S,,,,,,
3-Jun-11,28.9,7.4,145,1182,138,21.0,12.4,2.325,4.2,      N/S,,,,,,
4-Jun-11,26.1,7.3,165,1184,164,22.2,12.7,2.648,4.6,      N/S,,,,,,
5-Jun-11,24.7,7.4,186,1130,214,26.1,14.1,3.015,5.2,      N/S,,,,,,
6-Jun-11,26.9,7.3,195,1030,212,26.9,13.8,4.020,5.5,      N/S,,,,,,
7-Jun-11,25.2,7.3,181,962,192,26.2,14.5,3.631,5.2,2.4,,,,,,
8-Jun-11,25.1,7.2,203,918,198,24.9,14.5,3.626,5.9,      N/S,,,,,,
9-Jun-11,42.3,7.3,255,934,312,27.3,9.0,3.212,6.0,      N/S,,,,,,
10-Jun-11,42.8,7.3,117,748,118,14.8,7.6,2.758,3.0,      N/S,,,,,,
11-Jun-11,31.6,7.3,145,816,128,16.9,8.8,2.326,3.5,      N/S,,,,,,
12-Jun-11,28.7,7.2,151,856,138,21.8,11.6,2.772,4.2,      N/S,,,,,,
13-Jun-11,26.1,7.1,179,896,176,24.9,14.0,3.150,4.9,      N/S,,,,,,
14-Jun-11,25.6,7.3,205,988,208,27.4,14.0,3.090,5.7,2.6,,,,,,
15-Jun-11,33.5,7.4,203,984,250,28.1,12.4,3.207,6.6,      N/S,,,,,,
16-Jun-11,32.7,7.2,135,810,148,18.7,10.2,2.602,4.1,      N/S,,,,,,
17-Jun-11,27.2,7.3,141,934,150,22.2,11.6,2.299,4.8,      N/S,,,,,,
18-Jun-11,26.4,7.2,178,990,204,26.5,13.5,1.791,5.7,      N/S,,,,,,
19-Jun-11,25.3,7.3,160,962,186,25.0,13.9,2.688,5.5,      N/S,,,,,,
20-Jun-11,24.4,7.3,177,922,198,31.1,15.3,2.538,6.3,      N/S,,,,,,
21-Jun-11,24.3,7.3,183,888,192,30.7,14.9,2.710,6.3,3.0,,,,,,
22-Jun-11,24.5,7.3,166,802,154,23.7,14.1,2.374,5.5,      N/S,,,,,,
23-Jun-11,24.1,7.3,230,964,266,33.4,15.6,2.288,7.6,      N/S,,,,,,
24-Jun-11,24.7,7.3,197,856,198,27.2,15.3,1.613,6.0,      N/S,,,,,,
25-Jun-11,23.3,7.2,199,858,172,27.8,15.0,1.731,6.3,      N/S,,,,,,
26-Jun-11,21.4,7.2,207,872,216,30.9,16.6,2.287,6.5,      N/S,,,,,,
27-Jun-11,22.5,7.3,429,1226,721,54.1,19.0,0.049,12.1,      N/S,,,,,,
28-Jun-11,22.3,7.2,217,764,224,31.4,17.1,3.095,6.5,3.1,,,,,,
29-Jun-11,22.9,7.0,226,898,240,33.6,17.0,2.480,7.4,      N/S,,,,,,
30-Jun-11,24.4,7.2,231,910,290,35.3,16.2,3.565,7.8,      N/S,,,,,,
1-Jul-11,23.1,7.3,199,936,292,31.8,16.1,0.052,7.0,      N/S,,,,,,
2-Jul-11,21.9,7.1,208,836,225,29.2,16.2,1.491,6.2,      N/S,,,,,,
3-Jul-11,23.5,7.1,194,814,183,28.3,16.0,3.103,6.1,      N/S,,,,,,
4-Jul-11,21.6,7.3,207,860,188,28.7,17.1,2.079,6.1,      N/S,,,,,,
5-Jul-11,21.9,7.3,218,826,202,29.8,16.3,3.327,6.4,3.4,,,,,,
6-Jul-11,22.1,7.3,274,956,322,38.4,17.2,2.966,8.7,      N/S,,,,,,
7-Jul-11,21.3,7.4,241,968,248,35.7,18.2,2.681,7.6,      N/S,,,,,,
8-Jul-11,20.7,7.2,243,922,286,34.7,17.6,1.045,7.4,      N/S,,,,,,
9-Jul-11,21.7,7.1,282,926,290,38.5,16.9,1.031,8.2,      N/S,,,,,,
10-Jul-11,20.3,7.1,243,892,300,35.3,17.8,2.209,7.6,      N/S,,,,,,
11-Jul-11,21.8,7.1,269,894,329,38.5,16.3,2.642,8.4,      N/S,,,,,,
12-Jul-11,22.5,7.1,234,848,271,36.9,17.4,2.697,7.7,3.5,,,,,,
13-Jul-11,21.4,7.2,229,892,275,32.8,17.4,2.613,7.1,      N/S,,,,,,
14-Jul-11,20.8,7.2,243,930,272,35.3,18.6,3.071,7.3,      N/S,,,,,,
15-Jul-11,20.8,7.1,241,892,298,35.7,18.1,1.157,7.8,      N/S,,,,,,
16-Jul-11,21.6,7.1,265,914,294,33.8,16.5,0.807,7.6,      N/S,,,,,,
17-Jul-11,20.2,7.1,324,1118,563,48.0,19.5,1.775,10.0,      N/S,,,,,,
18-Jul-11,21.4,7.1,348,1043,479,46.7,21.1,0.535,9.9,      N/S,,,,,,
19-Jul-11,22.0,7.1,315,1049,392,43.2,19.5,1.608,9.8,4.2,,,,,,
20-Jul-11,21.0,7.0,273,922,346,41.6,20.0,0.197,9.5,      N/S,,,,,,
21-Jul-11,20.9,7.1,116,998,408,44.5,18.3,1.245,9.8,      N/S,,,,,,
22-Jul-11,27.5,7.1,272,960,404,37.9,14.6,0.080,8.6,      N/S,,,,,,
23-Jul-11,47.9,7.1,70,752,182,9.2,2.2,4.102,2.2,      N/S,,,,,,
24-Jul-11,39.0,7.1,139,962,204,18.2,7.2,2.451,3.3,      N/S,,,,,,
25-Jul-11,29.8,7.3,153,870,194,21.8,10.5,2.342,4.1,      N/S,,,,,,
26-Jul-11,25.2,7.2,186,950,244,26.3,12.5,2.849,5.2,1.8,,,,,,
27-Jul-11,26.9,7.2,100,976,288,28.3,14.1,3.857,6.2,      N/S,,,,,,
28-Jul-11,38.7,7.4,74,972,236,18.5,8.5,3.243,4.0,      N/S,,,,,,
29-Jul-11,43.6,7.4,116,848,124,15.5,8.4,2.311,3.7,      N/S,,,,,,
30-Jul-11,29.4,7.3,138,962,166,18.0,9.0,2.893,4.3,      N/S,,,,,,
31-Jul-11,24.4,7.2,118,958,196,24.5,11.3,2.857,5.9,      N/S,,,,,,
1-Aug-11,25.2,7.2,149,912,240,25.9,13.3,3.532,6.0,      N/S,,,,,,
2-Aug-11,25.7,7.2,420,992,375,32.0,13.0,3.284,8.0,2.8,,,,,,
3-Aug-11,35.6,7.3,104,952,258,32.4,19.6,3.101,6.0,      N/S,,,,,,
4-Aug-11,26.7,7.3,168,1168,228,33.8,18.6,6.531,6.2,      N/S,,,,,,
5-Aug-11,24.3,7.3,183,888,198,27.2,13.6,2.317,6.0,      N/S,,,,,,
6-Aug-11,25.4,7.2,177,962,279,31.6,15.0,2.137,7.3,      N/S,,,,,,
7-Aug-11,27.1,7.3,170,970,350,32.8,12.9,1.811,8.2,      N/S,,,,,,
8-Aug-11,27.9,7.5,129,918,308,28.9,11.8,1.697,7.0,      N/S,,,,,,
9-Aug-11,34.3,7.4,114,792,226,21.8,9.3,1.694,5.2,2.0,,,,,,
10-Aug-11,23.4,7.4,97,852,186,21.3,11.3,1.683,5.6,      N/S,,,,,,
11-Aug-11,22.8,7.4,94,814,176,24.1,14.1,1.844,5.4,      N/S,,,,,,
12-Aug-11,21.9,7.4,161,824,176,26.9,16.2,0.896,5.9,      N/S,,,,,,
13-Aug-11,23.9,7.3,157,822,198,27.2,15.6,0.806,6.1,      N/S,,,,,,
14-Aug-11,31.4,7.4,130,768,202,20.5,10.6,1.584,4.8,      N/S,,,,,,
15-Aug-11,25.2,7.3,133,810,162,24.0,13.7,1.295,5.1,      N/S,,,,,,
16-Aug-11,23.4,7.3,161,816,182,26.0,14.8,1.567,5.6,2.9,,,,,,
17-Aug-11,21.1,7.3,92,828,196,27.1,16.4,1.276,6.1,      N/S,,,,,,
18-Aug-11,22.6,7.4,90,872,232,28.6,15.6,2.054,6.5,      N/S,,,,,,
19-Aug-11,24.3,7.3,134,788,160,25.3,15.2,0.794,5.8,      N/S,,,,,,
20-Aug-11,36.1,7.3,143,778,68,22.9,10.9,1.241,5.7,      N/S,,,,,,
21-Aug-11,28.1,7.2,122,700,120,18.7,10.9,0.884,3.9,      N/S,,,,,,
22-Aug-11,23.3,7.3,128,754,126,23.3,14.2,0.601,4.5,      N/S,,,,,,
23-Aug-11,29.6,7.3,143,836,252,25.9,11.9,1.379,5.9,2.5,,,,,,
24-Aug-11,29.8,7.3,91,734,120,16.4,9.8,2.038,4.1,      N/S,,,,,,
25-Aug-11,24.6,7.2,95,934,354,31.3,11.7,3.014,7.7,      N/S,,,,,,
26-Aug-11,24.2,7.2,141,802,168,23.0,13.2,2.432,5.3,      N/S,,,,,,
27-Aug-11,22.3,7.2,176,782,170,25.5,14.4,1.588,5.9,      N/S,,,,,,
28-Aug-11,21.6,7.2,130,1182,579,42.8,13.2,3.569,11.2,      N/S,,,,,,
29-Aug-11,22.2,7.3,175,814,154,25.7,14.5,2.512,5.6,      N/S,,,,,,
30-Aug-11,20.3,7.0,164,850,176,27.6,15.3,1.856,6.4,3.6,,,,,,
31-Aug-11,21.9,7.1,126,870,188,35.0,15.4,2.913,8.2,      N/S,,,,,,
1-Sep-11,21.3,7.1,134,776,186,29.1,16.2,2.015,5.6,      N/S,,,,,,
2-Sep-11,20.6,7.1,187,806,217,40.9,17.0,0.129,8.3,      N/S,,,,,,
3-Sep-11,22.4,7.2,202,808,242,32.8,15.4,1.724,7.1,      N/S,,,,,,
4-Sep-11,19.4,7.2,147,750,129,31.9,17.5,2.030,6.5,      N/S,,,,,,
5-Sep-11,19.5,7.1,167,804,175,31.5,18.0,1.850,6.4,      N/S,,,,,,
6-Sep-11,18.9,7.3,155,742,140,30.0,17.9,1.875,5.6,3.0,,,,,,
7-Sep-11,18.3,7.1,146,826,190,33.7,21.1,1.327,7.6,      N/S,,,,,,
8-Sep-11,18.8,7.2,254,852,226,35.0,19.7,2.134,7.4,      N/S,,,,,,
9-Sep-11,19.1,7.1,230,846,246,34.6,19.8,0.032,7.5,      N/S,,,,,,
10-Sep-11,19.3,7.2,251,854,271,37.3,18.8,1.234,8.2,      N/S,,,,,,
11-Sep-11,19.5,7.1,177,840,233,34.1,19.1,1.870,7.7,      N/S,,,,,,
12-Sep-11,18.6,7.1,232,1182,658,64.2,16.4,0.065,15.3,      N/S,,,,,,
13-Sep-11,19.0,7.1,253,780,242,35.8,19.0,2.752,7.3,3.6,,,,,,
14-Sep-11,18.4,7.3,277,828,246,36.6,21.2,2.344,8.1,      N/S,,,,,,
15-Sep-11,18.2,7.2,236,818,210,34.8,21.4,2.179,7.0,      N/S,,,,,,
