DATE,FLOW,pH,BOD5,SS,TS,TKN,NH3-N,P-TOT
29-Jun-15,30.9,7.4,112,160,822,22,11.3,4.7
30-Jun-15,30.7,7.2,136,150,842,21,10.8,4.5
1-Jul-15,25.9,7.4,143,146,864,23,12.4,5.3
2-Jul-15,23.2,7.4,133,130,910,23,13.1,5.2
3-Jul-15,21.8,7.4,128,134,864,26,14.2,5.2
4-Jul-15,20.1,7.4,121,138,860,27,15.3,5.2
5-Jul-15,19.5,7.4,      T/X,158,870,28,15.3,5.5
6-Jul-15,22.8,7.4,228,274,960,35,16.2,7.2
7-Jul-15,41.4,7.5,186,256,864,22,8.5,4.8
8-Jul-15,27.7,7.4,152,168,874,22,11.2,4.9
9-Jul-15,24.2,7.4,143,158,876,25,15.2,5.3
10-Jul-15,23.8,7.4,164,194,914,27,14,5.5
11-Jul-15,22.3,7.4,234,246,950,33,14.9,6.6
12-Jul-15,21.1,7.4,133,138,836,28,15.5,5.1
13-Jul-15,25.6,7.3,127,204,890,26,13.6,5.3
14-Jul-15,25.1,7.4,148,138,874,24,13.3,4.7
15-Jul-15,21.5,7.4,178,166,930,25,15.2,5.4
16-Jul-15,22.3,7.4,179,218,852,28,16.7,5.8
17-Jul-15,34.5,7.4,144,183,764,18,9,3.9
18-Jul-15,31.4,7.4,112,124,770,19,9.6,4.1
19-Jul-15,33.1,7.4,112,124,780,18,9.2,4.1
20-Jul-15,27.7,7.4,120,140,814,21,11.5,4.7
21-Jul-15,22.6,7.4,174,180,892,27,14.5,5.4
22-Jul-15,22.3,7.4,177,174,890,27,13.5,6
23-Jul-15,21.2,7.4,156,136,836,27,15.9,5.2
24-Jul-15,21.2,7.4,149,158,840,29,15.3,5.9
25-Jul-15,20.6,7.3,237,244,926,35,16.2,7.7
26-Jul-15,21,7.3,149,152,840,29,15.5,6.4
27-Jul-15,20.5,7.3,204,220,904,35,17.9,7.3
28-Jul-15,20.3,7.2,188,202,882,34,17.9,6.6
29-Jul-15,19.8,7.3,164,188,842,31,18,7.2
30-Jul-15,19.3,7.3,165,172,834,34,18.1,7.5
31-Jul-15,20.3,7.2,126,142,804,31,17.4,6.3
1-Aug-15,19.4,7.2,162,162,810,31,16.9,6.2
2-Aug-15,20.7,7.3,177,174,832,32,16.8,6.7
3-Aug-15,21.5,7.3,243,324,960,37,17.8,8.1
4-Aug-15,19.5,7.3,156,172,838,30,17.5,6
5-Aug-15,19.5,7.3,169,158,820,29,18.3,6.5
6-Aug-15,20.3,7.2,191,204,860,31,18.4,7.1
7-Aug-15,20.4,7.2,155,150,826,29,16.4,6.2
8-Aug-15,20.1,7.2,      T/X,180,836,30,17.1,6.4
9-Aug-15,18.7,7.3,233,242,886,38,21.6,7.5
10-Aug-15,20.4,7.3,176,164,788,31,17.2,6.3
11-Aug-15,20.2,7.3,215,194,842,34,17.8,6.8
12-Aug-15,19.2,7.2,173,166,800,31,18.9,6.7
